"REVIEW_ID","ITEM_ID","LABEL"
"IN_VITRO_TRAINING","NPG295",1
"IN_VITRO_TRAINING","9680edb1-64f9-4706-9694-6194346421a1",0
"IN_VITRO_TRAINING","8cc443ec-54c0-438d-9ad2-0c877eae2043",0
"IN_VITRO_TRAINING","a19056fd-974b-494d-ada1-86353450e439",0
"IN_VITRO_TRAINING","51c3c5a1-2d3e-44cb-abd1-292cdecd12df",0
"IN_VITRO_TRAINING","NPG059",1
"IN_VITRO_TRAINING","93508985-9e7d-43e0-8453-8509e073db60",0
"IN_VITRO_TRAINING","aa191b1f-0c79-4273-ada5-37bbf8071af0",0
"IN_VITRO_TRAINING","NPG024",1
"IN_VITRO_TRAINING","2b400983-fba5-4bf6-a668-c9650702a221",0
"IN_VITRO_TRAINING","d276fa38-56fc-464d-bb1e-1df83a9f789b",0
"IN_VITRO_TRAINING","14653d64-a09a-4133-981b-0bff948131eb",1
"IN_VITRO_TRAINING","f5a0b0e0-c32f-436c-b4c0-9796c5d0ccf9",0
"IN_VITRO_TRAINING","723e675b-d50b-40a3-9466-ffbaf8e34a5d",0
"IN_VITRO_TRAINING","4de8f92a-238c-4bf7-88f9-4737ff1d8dc0",0
"IN_VITRO_TRAINING","a786c43e-ae2e-4f18-a8fd-9731bd22810e",0
"IN_VITRO_TRAINING","7645ade7-48b3-4de1-b8e7-5c782a1fbc44",0
"IN_VITRO_TRAINING","7f1b707c-4000-45f7-96e6-c8adde4d0020",0
"IN_VITRO_TRAINING","NPG409",1
"IN_VITRO_TRAINING","501d63bb-6bce-44dc-b8b6-942e03846811",1
"IN_VITRO_TRAINING","c7b1e477-5d12-4a4f-99a4-d79ff471327c",0
"IN_VITRO_TRAINING","6df8101b-0fc5-4b93-9dbf-cd4e5c71e369",0
"IN_VITRO_TRAINING","1fe97905-cc66-4b58-b60c-9eff0045277f",0
"IN_VITRO_TRAINING","ab16350c-e6c8-4e83-baa2-65a1d6a23dbd",0
"IN_VITRO_TRAINING","3d4374fe-3e60-47a0-a441-5138c883b108",0
"IN_VITRO_TRAINING","a974e2d6-d894-46e9-8b90-274d34cec205",0
"IN_VITRO_TRAINING","NSS230",0
"IN_VITRO_TRAINING","23e9a34a-913d-48fe-be36-3443f78575f9",1
"IN_VITRO_TRAINING","1c501fad-6f36-4f47-87af-c81035abfc3f",1
"IN_VITRO_TRAINING","a92374da-1e69-4104-9802-8f91255459ba",1
"IN_VITRO_TRAINING","6a1e954e-a453-4576-8d29-7ed800800f44",0
"IN_VITRO_TRAINING","7dbb3d44-1004-48bf-9963-8239ed2a194f",1
"IN_VITRO_TRAINING","NPG115",1
"IN_VITRO_TRAINING","af762fd0-2f44-4bcd-8934-80fe13ac9215",0
"IN_VITRO_TRAINING","NSS133",1
"IN_VITRO_TRAINING","c7ae5792-4955-44af-b66e-97a591608e85",0
"IN_VITRO_TRAINING","NSS205",1
"IN_VITRO_TRAINING","5dd96f8a-5e1b-4deb-83a3-ad1926824f8e",1
"IN_VITRO_TRAINING","77804446-7368-4157-a0a5-310a65c5b30f",0
"IN_VITRO_TRAINING","507ba09d-277f-496e-b637-81b1ce3d6c9a",0
"IN_VITRO_TRAINING","200b5077-a678-4845-ba3d-75d49609ebbe",0
"IN_VITRO_TRAINING","0f8e6471-ffe4-4a62-9d5e-df6b8946ddb8",0
"IN_VITRO_TRAINING","b3233f62-c224-44ef-a5ff-c8945ea22b7d",0
"IN_VITRO_TRAINING","82da9ea1-f944-4e23-a284-dcc6288a7307",1
"IN_VITRO_TRAINING","2da43628-49cd-41b1-8388-879f48330703",1
"IN_VITRO_TRAINING","81055b24-7818-4d78-b1b4-f5b666e52cfe",0
"IN_VITRO_TRAINING","f483740f-ca25-4a9e-b5c6-6f3a66a8af0b",0
"IN_VITRO_TRAINING","547b70d5-2882-4aaa-a8be-0eb8e9353343",0
"IN_VITRO_TRAINING","NPG301",1
"IN_VITRO_TRAINING","413d7376-eb8e-4046-8a24-2099be6bf9b8",0
"IN_VITRO_TRAINING","03eb15e9-2667-45a5-a61b-8d168b881e46",0
"IN_VITRO_TRAINING","NSS112",1
"IN_VITRO_TRAINING","0b868d2d-7db2-4944-abcd-0d70e3637820",0
"IN_VITRO_TRAINING","NSS036",1
"IN_VITRO_TRAINING","NPG352",1
"IN_VITRO_TRAINING","ad185777-ec1b-4e2c-b593-333f68dbaaf9",0
"IN_VITRO_TRAINING","dbb2b2c8-c33c-4291-85a3-798050ae5a39",0
"IN_VITRO_TRAINING","082de979-ba0b-4610-b788-b0346e529a85",0
"IN_VITRO_TRAINING","e95e7e00-701a-436e-a8bc-6a31e88b77c4",0
"IN_VITRO_TRAINING","c4ecd778-1a39-40b2-9edb-afe001ad3248",0
"IN_VITRO_TRAINING","0213e79b-90e7-40cb-84b2-2fda3268c62c",0
"IN_VITRO_TRAINING","b0d154aa-7ba2-4f0e-8516-20a76a6a4520",0
"IN_VITRO_TRAINING","acd9086f-ddec-4c4d-9936-3789772eaa1f",0
"IN_VITRO_TRAINING","7e50a624-8b6f-4239-b2ee-ce2fa1fd6c8d",0
"IN_VITRO_TRAINING","08a1fc15-f817-46ff-9652-a54efdcdc3f5",0
"IN_VITRO_TRAINING","facf89da-4dc1-4e4e-a286-b74889bc0b25",0
"IN_VITRO_TRAINING","f5bf806e-efcb-4acd-98a0-5029e7680ecf",0
"IN_VITRO_TRAINING","73f5514c-4c31-4294-a922-e4c55a19533b",0
"IN_VITRO_TRAINING","26792840-20bd-47fd-bfdf-234177ef0791",0
"IN_VITRO_TRAINING","d5f34718-214d-404c-aaa6-cb9306a29726",0
"IN_VITRO_TRAINING","NSS416",1
"IN_VITRO_TRAINING","1252bde0-4f53-4355-9fa9-cb7488fa88de",0
"IN_VITRO_TRAINING","cec49091-5e65-40c3-8f2a-0e753f371e78",0
"IN_VITRO_TRAINING","0a8b707a-4938-40ff-a976-25b1fec6e827",0
"IN_VITRO_TRAINING","7f28e1b3-6538-4e9f-a9b3-d41dcea8ff1e",0
"IN_VITRO_TRAINING","NSS424",1
"IN_VITRO_TRAINING","0985145d-c1fe-4096-8618-7ba282d31e1c",0
"IN_VITRO_TRAINING","88d202ec-d2bb-404a-b3c1-802db1d0f3a2",0
"IN_VITRO_TRAINING","NSS396",1
"IN_VITRO_TRAINING","5d225dce-fe78-4474-89df-8b8dc4dbbff4",0
"IN_VITRO_TRAINING","e6c4058f-bc88-466a-827f-479681abab63",0
"IN_VITRO_TRAINING","NPG305",1
"IN_VITRO_TRAINING","a7f09f3e-8999-4fec-a20f-df91e625c9c6",0
"IN_VITRO_TRAINING","d5eb757b-7438-4e9b-9b5b-f08ddfa7f592",0
"IN_VITRO_TRAINING","f2856637-c323-4114-888d-5060ad1cdcea",0
"IN_VITRO_TRAINING","35e9b609-641c-4661-b68b-01b563f3b154",1
"IN_VITRO_TRAINING","91b0d191-e80c-4097-aeca-2cecf8ac00b1",0
"IN_VITRO_TRAINING","4ad94fc3-ab34-4942-ae31-52566c27c179",1
"IN_VITRO_TRAINING","77ee9999-a7f2-4f53-8188-a128fbead9e4",1
"IN_VITRO_TRAINING","c75ba782-a68e-4de1-a858-42137f893078",0
"IN_VITRO_TRAINING","95802a71-518c-48c3-b65c-cbc8e1bb8ab7",0
"IN_VITRO_TRAINING","e1c4b702-db2f-4a9a-a77b-47592532eece",0
"IN_VITRO_TRAINING","f82675f8-4546-484e-8684-a48dd0ee7a5b",1
"IN_VITRO_TRAINING","24ec48a6-74bf-43f0-9107-eaa477b44376",0
"IN_VITRO_TRAINING","3c9f3e3d-b0fc-4a12-8247-2890616b9012",1
"IN_VITRO_TRAINING","cd5cae57-a22c-4f17-b19a-f292c0d8b14b",0
"IN_VITRO_TRAINING","NPG328",1
"IN_VITRO_TRAINING","6239eef6-1ca7-46e1-8534-c56fae221ba5",0
"IN_VITRO_TRAINING","f40dbe69-7332-4edb-8778-b6be7fcaf6ec",0
"IN_VITRO_TRAINING","a440c5f1-7f8e-4fbb-b4c2-3aeebc5a06a2",0
"IN_VITRO_TRAINING","NSS136",0
"IN_VITRO_TRAINING","03735974-3ecf-4637-945f-9030babf09f4",0
"IN_VITRO_TRAINING","f5c3ce9d-ce0d-428b-a746-f912cfb5da25",0
"IN_VITRO_TRAINING","5b49ddf8-f2b8-4f40-94c9-836039f6b7fe",0
"IN_VITRO_TRAINING","50363119-d1a1-42f5-b43a-d384b1c13c50",0
"IN_VITRO_TRAINING","NSS324",1
"IN_VITRO_TRAINING","77474b38-d055-4f8f-b160-1076d7a15825",0
"IN_VITRO_TRAINING","1f10698e-8671-499a-aaf4-b8e5decdac58",0
"IN_VITRO_TRAINING","6186949e-5656-421a-ae69-e4aa48165311",0
"IN_VITRO_TRAINING","66402f24-1fd0-4927-80fc-731396b9fcf8",0
"IN_VITRO_TRAINING","fd322efe-100e-4b95-bded-69f10cb4ffe7",1
"IN_VITRO_TRAINING","a08a87f1-5153-4c48-829a-bf0b25ed0a67",0
"IN_VITRO_TRAINING","238dfd2f-7d39-442c-93a9-3ad73310ada1",0
"IN_VITRO_TRAINING","4e62fe8c-4da7-4a20-b1cc-5b0d3b8fefaa",0
"IN_VITRO_TRAINING","460c17ce-7f2b-44a2-b700-3d3e91fe632a",0
"IN_VITRO_TRAINING","3c2c63e7-9ccd-4dfa-b620-a2c56e358de2",0
"IN_VITRO_TRAINING","NSS102",1
"IN_VITRO_TRAINING","1f58e05f-f972-4acf-a257-61a005f0423b",0
"IN_VITRO_TRAINING","212343d7-3fd4-4a31-87ed-e2bf8084ba77",0
"IN_VITRO_TRAINING","534ae79f-d759-4368-8cea-bcac9a1c98f0",0
"IN_VITRO_TRAINING","NPG314",1
"IN_VITRO_TRAINING","56bb3c47-4354-4f68-983b-7b3f6acf9ed8",0
"IN_VITRO_TRAINING","8f85074e-73f2-484a-82c2-0ec2ccd1a983",0
"IN_VITRO_TRAINING","29543ad2-fabc-4f8a-b8b6-82c2c1295555",1
"IN_VITRO_TRAINING","NPG303",1
"IN_VITRO_TRAINING","25a676ed-4d83-4ac7-9758-67f754ea41d2",0
"IN_VITRO_TRAINING","NPG044",1
"IN_VITRO_TRAINING","14570d9c-5406-42d0-a17f-8d2be846a42f",0
"IN_VITRO_TRAINING","52e823f8-96be-446f-8524-c82acc2b41d2",1
"IN_VITRO_TRAINING","d36c98d8-8791-4f20-b050-d3a922508f1e",0
"IN_VITRO_TRAINING","cc8ae8d8-b0c3-4da8-bad6-601b74761290",0
"IN_VITRO_TRAINING","72fffe46-c6f5-44fd-97ca-05661d6815d1",0
"IN_VITRO_TRAINING","df6bae6c-03b6-44b8-aebe-0b42697e65aa",0
"IN_VITRO_TRAINING","65c47de5-ba6d-4953-8ef2-0edb5f148e19",0
"IN_VITRO_TRAINING","94fed999-63b2-43b5-9778-3f7deda6b119",0
"IN_VITRO_TRAINING","ccb3171b-3032-4cce-b7d4-52debf152b2e",0
"IN_VITRO_TRAINING","085f44e5-551e-4ff0-82a2-3bcd5c2f4ac9",0
"IN_VITRO_TRAINING","4219c871-19fd-4649-94b4-b3a242ff34d4",1
"IN_VITRO_TRAINING","NSS069",1
"IN_VITRO_TRAINING","934db7ba-e1c7-46b3-ae3e-cfbcf9cb1247",0
"IN_VITRO_TRAINING","cd998ffc-254e-46e3-9ca1-4cd39fbf7200",0
"IN_VITRO_TRAINING","28429c1f-2dd1-4d8c-9076-6ed07e49a139",0
"IN_VITRO_TRAINING","44d6eaae-98b2-4e59-ba87-df2ada2dc23d",0
"IN_VITRO_TRAINING","cc16e2b0-a099-4c2c-82f8-34de280e2981",0
"IN_VITRO_TRAINING","NSS168",1
"IN_VITRO_TRAINING","d1309ede-7d5a-47af-8bf0-87baaefd38cf",1
"IN_VITRO_TRAINING","18905953-b2e1-49e6-9acd-dfed7e787f40",0
"IN_VITRO_TRAINING","b671e4d3-a1e4-49fb-839a-095703a095d8",1
"IN_VITRO_TRAINING","0669816a-edb7-422e-9e37-5978da03600d",0
"IN_VITRO_TRAINING","a5d4b2b5-ee62-4b1b-97f1-b57d21f2393f",0
"IN_VITRO_TRAINING","NSS055",1
"IN_VITRO_TRAINING","b3cd0bca-a30b-40c6-a5c8-c1221579e680",0
"IN_VITRO_TRAINING","49494ec7-e47f-4b57-a3cd-924225659ecb",0
"IN_VITRO_TRAINING","e8ccc309-da1f-4652-8a4e-7730c0d4c311",0
"IN_VITRO_TRAINING","44ffcf6c-65fc-4285-906b-29c8b203ef41",0
"IN_VITRO_TRAINING","00439e41-5960-4c0d-a50d-a1668a342798",0
"IN_VITRO_TRAINING","57ce3e2e-1bf9-461c-a90c-bfb08ecb03e0",0
"IN_VITRO_TRAINING","NSS336",1
"IN_VITRO_TRAINING","635cb366-c98c-4743-9333-000fcf50d434",0
"IN_VITRO_TRAINING","5fe7379a-1bee-479d-97f0-1cb868e24df9",0
"IN_VITRO_TRAINING","8439652f-b4ce-408e-9751-a200a68eacec",0
"IN_VITRO_TRAINING","5b71f80f-5946-4283-8eae-5f82ed1546f9",0
"IN_VITRO_TRAINING","57cc2a46-604b-45a3-83c7-54e0fc96450a",0
"IN_VITRO_TRAINING","ce8825c1-5c61-42ef-b6fc-a80ce4fc4ca2",0
"IN_VITRO_TRAINING","38af1225-d627-45a1-908b-a1b860fe8957",0
"IN_VITRO_TRAINING","f3acb973-cb33-476e-a282-658e79bc70b2",0
"IN_VITRO_TRAINING","ef69ae46-68be-4473-bb62-e50614a6dec9",0
"IN_VITRO_TRAINING","83f71075-c8d1-4c6d-9f06-911a32dc4dff",0
"IN_VITRO_TRAINING","9c9bdac1-b673-4121-98e3-9db7894ece07",0
"IN_VITRO_TRAINING","e59494db-25ce-4a4f-9043-e7b0a491f6af",1
"IN_VITRO_TRAINING","fae2a5da-c8e9-4ff8-90d4-c87c6000de26",0
"IN_VITRO_TRAINING","16acb57c-1e3a-4805-bbe4-ebecbaf37039",0
"IN_VITRO_TRAINING","6122db13-3d45-49c4-8e77-ac09f4a03397",0
"IN_VITRO_TRAINING","a7aa9b9f-d45e-40f3-9669-8266b0722598",0
"IN_VITRO_TRAINING","e80f0484-0e63-4288-9279-82a4b6e3c62e",0
"IN_VITRO_TRAINING","3b4f1ea0-ba06-4a11-9666-3579f80cf86d",0
"IN_VITRO_TRAINING","aad6b3c9-d0d4-43fa-a037-d6d16e5789bc",0
"IN_VITRO_TRAINING","NPG356",1
"IN_VITRO_TRAINING","3b51b7e8-a346-4542-8618-4ff8adf0782e",0
"IN_VITRO_TRAINING","7e11c1db-8cc4-4d1c-b78f-f3102f48fc24",0
"IN_VITRO_TRAINING","1b48efb9-e208-45f0-9854-6604c542409b",1
"IN_VITRO_TRAINING","9002a99d-5ea7-499c-9b35-a7731ad00b4c",0
"IN_VITRO_TRAINING","NSS041",1
"IN_VITRO_TRAINING","3efe17df-1de6-4a2a-aca2-a6d0245d7c4d",0
"IN_VITRO_TRAINING","NPG318",1
"IN_VITRO_TRAINING","ceae56bd-18ca-4843-bded-a9a50e6ea46b",0
"IN_VITRO_TRAINING","ef8ab12e-5f4b-4a48-8c7c-e35fc6a796bd",0
"IN_VITRO_TRAINING","ddf210a6-9b28-4a30-8b47-0da0288b1186",0
"IN_VITRO_TRAINING","9d5c8bf6-9f52-4bed-a4ff-c284827e7743",0
"IN_VITRO_TRAINING","8dba1997-d392-42dc-8210-73f245b7201d",0
"IN_VITRO_TRAINING","NSS415",1
"IN_VITRO_TRAINING","12ee826d-1d73-4841-b95d-efcd1f3c437f",0
"IN_VITRO_TRAINING","f92b6bbf-56a4-4ded-b69b-b3b1f5a5fe4e",0
"IN_VITRO_TRAINING","059ab504-b667-4e21-9e00-b5bec96bec56",0
"IN_VITRO_TRAINING","1357959d-a8b4-4dd5-9663-98ae462718d7",0
"IN_VITRO_TRAINING","NSS184",1
"IN_VITRO_TRAINING","NSS040",1
"IN_VITRO_TRAINING","236d8656-5fa5-43b2-bd37-ddc8d373f626",0
"IN_VITRO_TRAINING","1208f48c-642f-4667-924e-867d11b6966a",0
"IN_VITRO_TRAINING","NSS103",1
"IN_VITRO_TRAINING","f0df5110-0483-4770-9a62-4c3e1ee3c47d",0
"IN_VITRO_TRAINING","8dcb245b-3de4-4bfd-b5af-baf2018bb002",0
"IN_VITRO_TRAINING","14d58e0d-0c75-4cdc-895f-ba9ab12318dc",1
"IN_VITRO_TRAINING","73059789-db2e-4346-a58f-2938068f50c8",0
